,A,B,K,d,r,s,D,j,j_deg,gmm
1061,-86941475126201600/3*theta_K - 959810438669313056,143786223291251715990737600/9*theta_K + 14286250154636476331007922096/27,x^2 - x - 1130,2,2,0,4521,-32768,1,True
1062,2396310880*theta_K - 81938187008,371000444981440*theta_K - 12685793022372976,x^2 - x - 1135,2,2,0,4541,-884736,1,True
1063,-2396310880*theta_K - 79541876128,-371000444981440*theta_K - 12314792577391536,x^2 - x - 1135,2,2,0,4541,-884736,1,True
1064,-2176146621501078459572471954669568*theta_K - 44685346153307859548736598025699328,-220462269765248010226608798616692237038954999709696*theta_K - 269223567136084821112204730206062682803662976188416,x^2 - x + 1138,2,0,1,-4551,4096,1,False
1065,-1347314681715246615232512*theta_K + 319710131332521991914651648,49066267940107809968799075313656004608*theta_K + 332105607585258981257058805939246727168,x^2 - x + 1138,2,0,1,-4551,4096,1,False
1066,-4817903691587515318272*theta_K - 150545379619070973837312,860115073481704745124780539117568*theta_K + 10070678112682977374021835531747328,x^2 - x + 1138,2,0,1,-4551,4096,1,False
1067,1636121383459012120256333217792*theta_K - 24124109010441216962394763296768,-3953582097026746813891801044250306927411593216*theta_K - 23119680159985343891121890976470388217883918336,x^2 - x + 1138,2,0,1,-4551,4096,1,False
1068,-278421389945004114294424489686359003855382712096424865060204549538578432*theta_K - 8699852991359585409833568771838289721261007726280951894829764807252508672,-496949660552885687312986575554611746062276339153297680806391798005704456124000083599832382755848899419701248*theta_K - 5818547103676160473789961737639435641001827834652837771706588548837595670944406550772405689836189174997188608,x^2 - x + 1138,2,0,1,-4551,38477541376,1,False
1069,-125757135440541290987224555238052620307342322159718993943758341474286778157375684608*theta_K - 2582317327741798186358784966565229582211637994161683192410342092633491233467602567168,127376735395498334889679155603256952499115027859052076545898334451248220530283041282549415504575043345380714881023798102982656*theta_K + 155549605426093258923417065164246699342978026776593010937170487785809254004761385807146213383524496328528492044252484076568576,x^2 - x + 1138,2,0,1,-4551,38477541376,1,False
1070,-77859843282352140308513372409643911105853742773343476160035264929434959872*theta_K + 18475699151173801885295627311498387096910488982413130534058417529478958809088,-28349073221947397159946136229909393554344339805538935717697580831142223630484597589305224723378285167508547698688*theta_K - 191881033184468219025747553436657247610549549995303781400184037742996777928320783829645623852402958791695661006848,x^2 - x + 1138,2,0,1,-4551,38477541376,1,False
1071,94549667004925574432896041901770297006210127928950599669572059162491879583383552*theta_K - 1394105899958053525681347918000331386979636515015805880363619580457668233614327808,2284265607777653970657399211005237228653239645747251018709945944013339195149101471558428619657532994345205664707694821376*theta_K + 13357883801626444111062702234107843870453084381051810705676070911020431507624177667137476933302880125411962814699401117696,x^2 - x + 1138,2,0,1,-4551,38477541376,1,False
1072,-9408495845766930403866883200*theta_K - 953837744877148404736137248320/3,-2556924855908452089002500703555262978284544*theta_K - 2333000227161301501221020335391991026193336320/27,x^2 - 1142,2,2,0,4568,8000,1,True
1073,-2861654400*theta_K - 290115872320/3,428907305401344*theta_K + 391345423632701440/27,x^2 - 1142,2,2,0,4568,8000,1,True
1074,-551440*theta_K - 55255264/3,3878608384/3*theta_K + 1165930274432/27,x^2 - x - 1149,2,2,0,4597,226981,1,True
1075,43633091014357778620154395501895680*theta_K - 1501647477690034958334875125094128640,28892529538403313640723879029577436461179724032086016*theta_K - 994346105141887947012829857939622326462035286982290432,x^2 - x - 1150,2,2,0,4601,-884736000,1,True
1076,-43633091014357778620154395501895680*theta_K - 1458014386675677179714720729592232960,-28892529538403313640723879029577436461179724032086016*theta_K - 965453575603484633372105978910044890000855562950204416,x^2 - x - 1150,2,2,0,4601,-884736000,1,True
1077,-74710031071948934750048121015034184357351690240*theta_K - 7495987967122128723470788721264326567923065738752/3,199342005398997279627262398530726858777251030566810240884470786127163392/3*theta_K + 60002596132258480870690365402952408138249459590303206212354145898852678656/27,x^2 - x - 1152,2,2,0,4609,-32768,1,True
1078,74710031071948934750048121015034184357351690240*theta_K - 7720118060337975527720933084309429120995120809472/3,-199342005398997279627262398530726858777251030566810240884470786127163392/3*theta_K + 61796674180849456387335726989728949867244718865404498380314382973997149184/27,x^2 - x - 1152,2,2,0,4609,-32768,1,True
1079,66415*theta_K - 2288630,66760432*theta_K - 2300533426,x^2 - x - 1153,2,2,0,4613,-3375,1,True
1080,-66415*theta_K - 2222215,-66760432*theta_K - 2233772994,x^2 - x - 1153,2,2,0,4613,-3375,1,True
1081,-18064880*theta_K - 604442480,-243542055936*theta_K - 8148803882112,x^2 - x - 1153,2,2,0,4613,16581375,1,True
1082,18064880*theta_K - 622507360,243542055936*theta_K - 8392345938048,x^2 - x - 1153,2,2,0,4613,16581375,1,True
1083,-10880/3*theta_K - 370240/3,-1842176/3*theta_K - 564193280/27,x^2 - 1158,2,2,0,4632,8000,1,True
1084,10880/3*theta_K - 370240/3,1842176/3*theta_K - 564193280/27,x^2 - 1158,2,2,0,4632,8000,1,True
1085,-32640*theta_K - 1110720,16579584*theta_K + 564193280,x^2 - 1158,2,2,0,4632,8000,1,False
1086,32640*theta_K - 1110720,-16579584*theta_K + 564193280,x^2 - 1158,2,2,0,4632,8000,1,False
1087,-1039536455163569751334680753514031250000*theta_K - 34996036980441787852045733658904500000000,131126226596061887511318901338709667110212869871000000000000*theta_K + 4414369743617107419430849714656323400228934311690843750000000,x^2 - x - 1167,2,2,0,4669,-3375,1,False
1088,-24734848602625104120528235500000000*theta_K - 832868646836105945673397237218750000,-15221568916310894725000919178349807537695750000000000*theta_K - 512433696262680302467636820720224224066319031250000000,x^2 - x - 1167,2,2,0,4669,-3375,1,False
1089,-874250158792562160872466513705300281250000*theta_K - 29431667100551543583570462007138684500000000,3198037540451353374513556684749790071150981683283819000000000000*theta_K + 107662063677077632852498993690753071408183478927827988218750000000,x^2 - x - 1167,2,2,0,4669,-3375,1,False
1090,-20802007674807712565364246055500000000*theta_K - 700442531989165100311327076500968750000,-371238844299906411448047417840773456036861646750000000000*theta_K - 12497745418150509896883194420545548600753454853156250000000,x^2 - x - 1167,2,2,0,4669,-3375,1,False
1091,-11552470219509391959065363254450220972922680123896312936114781250000*theta_K - 388914379105433595573238386106835134126124889279164585556196500000000,124923383303373882280308277045591499306822207220556095901658597304068992599889369993307763000000000000*theta_K + 4205550772260674009737536798368544462875270710154931665523174834205451796792194550716546433468750000000,x^2 - x - 1167,2,2,0,4669,16581375,1,False
1092,-13736587656967172365119337995779097470776076247201323348531250000*theta_K - 462442781338208793785063479318472216559007002710064905536500000000,5122119943555450501468214237795379035910541933681417684269900254379802066500855713367000000000000*theta_K + 172436375917859445230945786968245703508765046133705017242329527008300947016777832248823093750000000,x^2 - x - 1167,2,2,0,4669,16581375,1,False
1093,-274880789842947673364433767535824362378463042912259583500000000*theta_K - 9255750668044862618876422381063384376221506523658294106468750000,-14501522216976050244170072890512536768827855803852493328676778124310625690238611824750000000000*theta_K - 488193344059136070520527992122283889197004477216842589788235547610868265288650746264906250000000,x^2 - x - 1167,2,2,0,4669,16581375,1,False
1094,-326849928469616734083750020851158575955366281703043500000000*theta_K - 11005648832395793839329872034558126487778247947275022718750000,-594592735125509460993483656177479058953948739343658753072154582980467657150297750000000000*theta_K - 20016947970771088216840706553047844897166939079783615145690087646515571170964399781250000000,x^2 - x - 1167,2,2,0,4669,16581375,1,False
1095,-110926334418477148523549522316417585564891268334475595260060570826691951091538002959492296354012210411154554653391991357970560*theta_K - 11402234409053977320790971440814777419477403927551004602707754366393479848797908833564431777897856038595047935091482277300584000/3,-312688143890216455155762380146147560670916634155264434142749652807072569308699771954364103319997961133421335901785491832440754583373165390545807738785874782270087233618095457422435055678464/3*theta_K - 96424628081130296330002375730774868619170312046067617129075719113297091493614087968806924746196321280896706588166802727958346315126497185543991999811265946167955510850883526213959703913498624/27,x^2 - 1174,2,2,0,4696,8000,1,True
1096,-9686851785872506793447978951858542278600459883022710302429238672528270028450462185051163857453467321567438794781153281869272417538812632762356070070824860388295038073673901440*theta_K - 995721668144146032497253068481215711279487756479844974476263607077427458981460626201982418982870597859862133920121925778010693509683880805594720107251595990942457270444553422400/3,255172227033303752338687211803230789160854004245851614988565242210637500469711320018227279261997382415840716004595475542466819799989390716621887217659640770085154670432041253763562918812174619945774842458960887443581914931126258801387451380930888688416589472633856/3*theta_K + 78688263591339532334029379651990884413901858180131478036315086038254855474004087859471554389121956764820910273889060266456371387880816817805497726159023030732884523930875984345226768594257303283431404754247339615383170709120795070795435981483387093864775889178630144/27,x^2 - 1174,2,2,0,4696,8000,1,True
1097,611258178879150417248256*theta_K + 10339439102902370775859200,-77962883697985247442283559531839488*theta_K - 33193256019260339483238380351363481600,x^2 - x + 1175,2,0,1,-4699,4096,1,False
1098,836812446885556921212862464*theta_K + 14154692131873345592151244800,-3949053947954046738693989140966265585664*theta_K - 1681337997143593975844473679937614433484800,x^2 - x + 1175,2,0,1,-4699,4096,1,False
1099,48358476943400017264839458656684559325114408272778657882274576532334270480384*theta_K + 817984191855281340910408594393583694168149433353867897694135196103924829388800,2281649373957332449308781137609712800561882898104322063701473867817580536948965898861600425565424381745975267426304*theta_K + 971428559637898550003470326850662750700357452913107542863039050421481978643314322957479663400332513750489102077132800,x^2 - x + 1175,2,0,1,-4699,38477541376,1,False
1100,35323942252300962209524805446811219375540108307362058350821458387388071936*theta_K + 597504888133879723090145065298454122840138373523643460696957776555094835200,45044703649484382944915032428675750707004183327825046171035750455404034054231060329330946351951994585631162368*theta_K + 19178105139634346435620206638316837121204221919987119082049218218496080758164656051121940722175044197786687897600,x^2 - x + 1175,2,0,1,-4699,38477541376,1,False
1101,-3894719028824/3*theta_K - 44027115958043,42569732634527730728/9*theta_K + 4330993550546932783474/27,x^2 - x - 1184,2,2,0,4737,x^2 + 621866*x - 270840023,2,True
1102,537539503136070366709145665463833743134820751334518166378063744/3*theta_K + 18229541485368639659059434598358153599652151399315029746621243504/3,-118797095200455821381554416101516411739882530615997654376629723083366069507145913903918444339712/9*theta_K - 12086274009613406190418935381562414397178788829227835231380730547352070589145104358402492973615488/27,x^2 - x - 1184,2,2,0,4737,x^2 + 621866*x - 270840023,2,True
1103,17367110432310146397648512/3*theta_K + 588969663177731117859472624/3,689892767372356482416862896396586301952/9*theta_K + 70188862864390865074859754848707663733888/27,x^2 - x - 1184,2,2,0,4737,x^2 + 621866*x - 270840023,2,True
1104,-1085444402019384149853032/3*theta_K + 12632016116875859672023357,-10779574490193070037763482756196660968/9*theta_K + 1129039705726686476907974117779647228746/27,x^2 - x - 1184,2,2,0,4737,x^2 + 621866*x - 270840023,2,True
1105,-28160*theta_K - 957440,-15110144*theta_K - 513522688,x^2 - x - 1189,2,2,0,4757,-147197952000,1,True
1106,-134041600*theta_K - 4555471360,4960675385344*theta_K + 168591054148608,x^2 - x - 1189,2,2,0,4757,-147197952000,1,True
1107,-9229214196323602546283880386560*theta_K - 314060683847281255250915411895808,-89768865047374270329072237386587998276703621120*theta_K - 3054742315570388888220431641399637360296416205824,x^2 - x - 1192,2,2,0,4769,-884736,1,True
1108,-14301499550107353686596107415508434553930750695277541408935609251388283559186181424373575680*theta_K - 486665346930346026120717645242663289698658626052632561472822613651669016428343895296369858048,173161369310031827986662925482247411950417541022519526999101611881269667006468064976378227531364188590342073015453348600846577683652464640*theta_K + 5892503619983530375069358479779882716635210909427908095386862656693813245788520372873681365373129362233913438224202246818528915810231120896,x^2 - x - 1192,2,2,0,4769,-884736,1,True
1109,-460346605*theta_K - 15685108060,38871483193664*theta_K + 1324444250751222,x^2 - x - 1195,2,2,0,4781,-3375,1,True
1110,460346605*theta_K - 16145454665,-38871483193664*theta_K + 1363315733944886,x^2 - x - 1195,2,2,0,4781,-3375,1,True
1111,125214276560*theta_K - 4391563668880,-141803170690486272*theta_K + 4973375797430944128,x^2 - x - 1195,2,2,0,4781,16581375,1,True
1112,-125214276560*theta_K - 4266349392320,141803170690486272*theta_K + 4831572626740457856,x^2 - x - 1195,2,2,0,4781,16581375,1,True
1113,-1920765899709875023797010939807083874075121113534608*theta_K - 65943232397416566508830690717127844710014415670902944,-270465347950860097135408561488013348981375474428880785119736986029991425562112*theta_K - 9285545572245774218846929033800902510606945725955597976512548538851151118249600,x^2 - x - 1213,2,2,0,4853,x^2 + 7763537*x + 1153990560169,2,False
1114,-43974582561217614410648128840162018464289825920*theta_K - 1509724038646285824175315696349241912337653269424,29628018085653498410317821296239071134612558807104067237512517594307072*theta_K + 1017181366213503119634706806207063984037665538553686433415198936836991360,x^2 - x - 1213,2,2,0,4853,x^2 + 7763537*x + 1153990560169,2,False
1115,43974582561217614410648128840162018464289825920*theta_K - 1553698621207503438585963825189403930801943095344,-29628018085653498410317821296239071134612558807104067237512517594307072*theta_K + 1046809384299156618045024627503303055172278097360790500652711454431298432,x^2 - x - 1213,2,2,0,4853,x^2 + 7763537*x + 1153990560169,2,False
1116,-108018450843954311320197647069573405807174928*theta_K - 3778596101161368612263513045709408535677093024,3681165109856554414606852163304460378647727679478008358194731218432*theta_K + 126154698521485188150258253231035788450835796742877165391239685016448,x^2 - x - 1213,2,2,0,4853,x^2 + 7763537*x + 1153990560169,2,False
1117,15473326683558849251422892810017876871588382968816031069458288174967312*theta_K - 546699530568785082807632017413237841797864289106530577393576083451853744,6183384152283990119306880259854975302535856141267882899496705617973863088007606270085806772212897669875200*theta_K - 218469711298218500162759458147101354751738955647595110639337930748963852800208109702808100951425333531808384,x^2 - x - 1213,2,2,0,4853,x^2 + 3535810572699641*x - 2771788077707111,2,False
1118,675859435856916035906514465546544944345072441056528556826931315578658655600*theta_K - 23879288783197662296456404631307364181911503851892973126907461506468480099744,-56446271277722487813759490821919779921950560967937194190804506077359195721023618019112373715516098343070486530560*theta_K + 1994344890467445886695865259012921600326322578478951536547870737744120880238655109269519362029610408615368464942464,x^2 - x - 1213,2,2,0,4853,x^2 + 3535810572699641*x - 2771788077707111,2,False
1119,-29520864283320908848801796089184643814030542281319727864827501863701943242985088*theta_K - 1013502589931270252029332418994057698874444192667649156238832931883758715581879344,-515281189505481646566289607394921431932810074833827664627844208354501547991281769995219156555309152169812023634826257920*theta_K - 17690499000794254084494730755786691247351144398617382446004128895921090881754340639450860574533416636077167887688842935424,x^2 - x - 1213,2,2,0,4853,x^2 + 3535810572699641*x - 2771788077707111,2,False
1120,-675859435856916035906514465546544944345072441056528556826931315578658655600*theta_K - 23203429347340746260549890165760819237566431410836444570080530190889821444144,56446271277722487813759490821919779921950560967937194190804506077359195721023618019112373715516098343070486530560*theta_K + 1937898619189723398882105768191001820404372017511014342357066231666761684517631491250406988314094310272297978411904,x^2 - x - 1213,2,2,0,4853,x^2 + 3535810572699641*x - 2771788077707111,2,False
